"Run","Run ID","metric","step","timestamp","value"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","18","1768564181032","0.896961956553989"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","19","1768564300635","0.8896551807721456"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","20","1768564420635","1.0332264224688212"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","21","1768564540616","1.1356932385100258"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","22","1768564660728","0.9416641877757178"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","23","1768564780670","0.9659338967667686"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","24","1768564900656","0.9135690136088266"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","25","1768565020780","0.8437341140376197"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","26","1768565140843","1.0591716077592639"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","27","1768565261023","0.9646273871262868"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","28","1768565381474","0.8186177495453093"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","29","1768565502275","0.8984575851096047"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","30","1768565622568","0.9612064156267378"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","31","1768565742695","0.9002245687776141"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","32","1768565863380","1.159063619044092"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","33","1768565983855","0.9192520161469777"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","34","1768566104316","0.9316906409131156"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","35","1768566224838","1.010648751921124"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","36","1768566345345","0.8600931757026249"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","37","1768566465665","0.8935055361853705"
"hilarious-stork-853","0232de2b0b314a1d8612321b4e02e83c","Loss/test","38","1768566586299","0.8957249141401715"
