"Run","Run ID","metric","step","timestamp","value"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","0","1768482761647","1.1588718891143799"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","1","1768482881210","0.9012668132781982"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","2","1768483000152","0.8016514182090759"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","3","1768483118758","0.750939667224884"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","4","1768483237929","0.7060584425926208"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","5","1768483356984","0.6601258516311646"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","6","1768483476509","0.6337182521820068"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","7","1768483596326","0.6003784537315369"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","8","1768483716530","0.5911824703216553"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","9","1768483837017","0.5767695903778076"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","10","1768483958505","0.5454555749893188"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","11","1768484080008","0.5257764458656311"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","12","1768484201363","0.5125423669815063"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","13","1768484322896","0.5000225305557251"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","14","1768484445225","0.4756660461425781"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","15","1768484567160","0.46279388666152954"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","16","1768484689526","0.4541478753089905"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","17","1768484811648","0.4401860535144806"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","18","1768484934236","0.4293450117111206"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","19","1768485056700","0.4156971871852875"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","20","1768485178716","0.41156840324401855"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","21","1768485301339","0.3976927399635315"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","22","1768485423710","0.39256128668785095"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","23","1768485547452","0.37485450506210327"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/train","24","1768485670927","0.3608153164386749"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/test","0","1768482761664","0.9574515945381589"
"agreeable-vole-893","81828bbed0b64ac1a611e1ce0a7aa2fe","Loss/test","1","1768482881230","1.0378638161553277"
