"Run","Run ID","metric","step","timestamp","value"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","17","1768479989329","0.7305729389190674"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","18","1768480074659","0.723171055316925"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","19","1768480160161","0.7057262659072876"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","20","1768480245642","0.7014262080192566"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","21","1768480331386","0.6856155395507812"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","22","1768480417868","0.6740509271621704"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","23","1768480503555","0.6621847748756409"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","24","1768480589447","0.6399855017662048"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","25","1768480675209","0.6377964615821838"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","26","1768480761031","0.6264707446098328"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","27","1768480846421","0.6197057366371155"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","28","1768480931897","0.6109222173690796"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","29","1768481017103","0.603817343711853"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","30","1768481102787","0.5902441740036011"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","31","1768481188421","0.5824671983718872"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","32","1768481274374","0.5729652643203735"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","33","1768481360120","0.5658950209617615"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","34","1768481446001","0.55305415391922"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","35","1768481531166","0.5509986877441406"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","36","1768481615989","0.5355376601219177"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","37","1768481700544","0.5313488841056824"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","38","1768481785310","0.519119381904602"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","39","1768481870232","0.513271689414978"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","40","1768481955082","0.509993314743042"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","41","1768482039916","0.4980047047138214"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","42","1768482124803","0.4934157431125641"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","43","1768482209516","0.482083797454834"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","44","1768482294193","0.483359158039093"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","45","1768482379117","0.48030203580856323"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","46","1768482464062","0.46055272221565247"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","47","1768482548995","0.45842599868774414"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/train","48","1768482638926","0.46681275963783264"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","0","1768478552492","1.20547616481781"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","1","1768478636098","1.1295671234528224"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","2","1768478719441","1.0475550764136845"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","3","1768478803400","1.0146274245447582"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","4","1768478887551","0.9921243442429437"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","5","1768478971668","0.9585146082772149"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","6","1768479055932","0.9187706513537302"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","7","1768479140277","0.9283003591828876"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","8","1768479224935","0.916193049814966"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","9","1768479309686","0.8833012461662293"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","10","1768479394274","0.8699491891596053"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","11","1768479479180","0.8482899924119314"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","12","1768479564143","0.850302728679445"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","13","1768479649066","0.8113294161028333"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","14","1768479734410","0.8733215603563521"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","15","1768479819688","0.8141440259085762"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","16","1768479904549","0.8076818825470077"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","17","1768479989348","0.7639093846082687"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","18","1768480074677","0.7753295949763722"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","19","1768480160178","0.76895086798403"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","20","1768480245659","0.7646778497431014"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","21","1768480331403","0.7350635270277659"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","22","1768480417886","0.7873035170965724"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","23","1768480503574","0.806027204129431"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","24","1768480589465","0.7329537610212962"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","25","1768480675228","0.7140699254141913"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","26","1768480761051","0.7119214591052797"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","27","1768480846437","0.7366729605529043"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","28","1768480931917","0.7167969218558735"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","29","1768481017125","0.716347227162785"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","30","1768481102802","0.6922051860226526"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","31","1768481188430","0.7271720192498631"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","32","1768481274390","0.7115055774648984"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","33","1768481360137","0.7139218194617165"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","34","1768481446018","0.6930854522519642"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","35","1768481531182","0.6646789290838772"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","36","1768481616001","0.680147287911839"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","37","1768481700552","0.6971230402588844"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","38","1768481785327","0.6642705728610356"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","39","1768481870243","0.7626855904857318"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","40","1768481955100","0.6878025727139578"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","41","1768482039926","0.7037858322262764"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","42","1768482124819","0.7162968289521006"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","43","1768482209526","0.7090412500831816"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","44","1768482294210","0.7188054053319826"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","45","1768482379128","0.7305092207259603"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","46","1768482464080","0.6764326531026098"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","47","1768482549008","0.6654140889644623"
"mysterious-ant-356","0e94c11a27a84c8ba5a928451cf52650","Loss/test","48","1768482638944","0.692761259774367"
